Subject_code,foreperiod,predictability,difficulty,nanmean_score,d_prime,perf_grp
11,1.4,1,6,0.571428571428571,-0.473197208147629,2
11,1.4,1,8,0.555555555555556,-0.720317613825872,2
11,1.4,1,10,0.714285714285714,-0.0981773412668865,2
11,1.4,3,4,0.75,1.05878930138178,2
11,1.4,3,6,0.666666666666667,0.732165658288311,2
11,1.4,3,8,0,-2.6435622974516,2
11,1.4,3,10,0.285714285714286,-5.33740386180627,2
12,0.65,1,4,1,1.27592141967001,2
12,0.65,1,6,0.727272727272727,-0.991618245130072,2
12,0.65,1,8,0.571428571428571,-0.889236559597904,2
12,0.65,1,10,0.5,-2.20929806087513,2
12,0.65,3,4,0.5,0.0789183721013769,2
12,0.65,3,6,1,2.03866023066218,2
12,0.65,3,8,0.571428571428571,-1.92933493822359,2
12,0.65,3,10,0,-3.18837573387458,2
12,1.4,1,4,0.875,1.54872476602198,2
12,1.4,1,6,0.666666666666667,-0.0305731527038589,2
12,1.4,1,8,0.384615384615385,-2.20390289548617,2
12,1.4,1,10,0.461538461538462,-0.0718310016340694,2
12,1.4,3,4,0.666666666666667,0.732165658288311,2
12,1.4,3,6,0.666666666666667,2.03866023066218,2
12,1.4,3,8,0.25,-0.900952557179025,2
12,1.4,3,10,0.833333333333333,-0.140064677509094,2
15,0.65,1,4,1,1.58101694406688,2
15,0.65,1,6,1,0.404219921393244,2
15,0.65,1,8,0.444444444444444,-3.18978596726295,2
15,0.65,1,10,0.285714285714286,-2.42512840165435,2
15,0.65,3,4,0.857142857142857,-0.809482447617417,2
15,0.65,3,6,0.6,-0.0853189151064767,2
15,0.65,3,8,0.666666666666667,-2.31878958568037,2
15,0.65,3,10,0.666666666666667,-0.793311963696029,2
15,1.4,1,4,1,2.03866023066218,2
15,1.4,1,6,0.7,-0.853347209206685,2
15,1.4,1,8,0.7,-2.56950953393907,2
15,1.4,1,10,0.833333333333333,-0.902803488501265,2
15,1.4,3,4,1,-0.24955620231433,2
15,1.4,3,6,0.75,-0.77178384499943,2
15,1.4,3,8,1,2.03866023066218,2
15,1.4,3,10,1,2.03866023066218,2
16,0.65,1,4,0.875,1.54872476602198,2
16,0.65,1,6,0.571428571428571,-0.889236559597904,2
16,0.65,1,8,1,0.51318260867784,2
16,0.65,1,10,0.666666666666667,-1.30180450435748,2
16,0.65,3,4,0.8,1.25476348723786,2
16,0.65,3,6,0.857142857142857,-0.809482447617417,2
16,0.65,3,8,0.8,-1.03345294573865,2
16,0.65,3,10,0.666666666666667,-0.793311963696029,2
16,1.4,1,4,1,2.03866023066218,2
16,1.4,1,6,1,0.894552014173925,2
16,1.4,1,8,0.777777777777778,-1.88329139488908,2
16,1.4,1,10,1,-1.0122950133065,2
16,1.4,3,4,1,2.03866023066218,2
16,1.4,3,6,0.666666666666667,0.732165658288311,2
16,1.4,3,8,0.666666666666667,-0.793311963696029,2
16,1.4,3,10,1,-0.24955620231433,2
17,0.65,1,4,1,2.03866023066218,2
17,0.65,1,6,0.75,1.05878930138178,2
17,0.65,1,8,0.375,-1.78394695232473,2
17,0.65,1,10,0.333333333333333,-1.59131399540845,2
17,0.65,3,4,1,2.03866023066218,2
17,0.65,3,6,0.666666666666667,0.732165658288311,2
17,0.65,3,8,0.6,0.470866743813537,2
17,0.65,3,10,0.2,-1.0969267430351,2
17,1.4,1,4,1,2.03866023066218,2
17,1.4,1,6,0.8,1.25476348723786,2
17,1.4,1,8,0.5,-0.493135736142751,2
17,1.4,1,10,0.538461538461538,0.229667745836823,2
17,1.4,3,4,1,2.03866023066218,2
17,1.4,3,6,0.8,0.110655270749604,2
17,1.4,3,8,0.333333333333333,-1.33706772507773,2
17,1.4,3,10,0.5,-1.75165477427983,2
